name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,socket,purpose,performance_score
Intel Celeron 420,49.95,1,1.6,0.0,35,None,False,LGA1151,General,11.904761904761902
Intel Core i7-4820K,168.0,4,3.7,3.9,130,None,True,LGA1151,General,14.284601517815412
AMD Opteron 6344,77.0,12,2.6,3.2,115,None,False,G34,General,27.97325826882477
Intel Xeon E5-2660 V4,242.8,14,2.0,3.2,105,None,True,LGA2011,General,37.394796193409974
Intel Core 2 Quad Q9300,42.6,4,2.5,0.0,95,None,False,LGA1151,General,12.527332361516034
Intel Core i5-2400S,99.07,4,2.5,0.0,65,Intel HD Graphics 2000,False,LGA1155,General,18.22157434402332
Intel Core i9-7920X,538.5,12,2.9,4.4,140,None,True,LGA1151,Design,26.440667452391295
AMD FX-8350,202.57,8,4.0,0.0,125,None,False,AM3+,General,18.04803554074691
Intel Core i3-10305,109.99,4,3.8,4.5,65,Intel UHD Graphics 630,True,LGA1200,Office,29.44606413994169
Intel Core i3-10300,178.24,4,3.7,4.4,65,Intel UHD Graphics 630,True,LGA1200,Office,29.081632653061227
Intel Xeon E5-2650,48.96,8,2.0,2.8,95,None,True,LGA2011,General,25.856413994169095
Intel Core 2 Quad Q6600,104.97,4,2.4,0.0,100,None,False,LGA1151,General,11.777271021562797
AMD A10-7850K,139.84,4,3.7,4.0,95,Radeon R7 (on-die),False,FM2+,General,17.811588921282794
Intel Xeon E5-2620 V4,129.0,8,2.1,3.0,85,None,True,LGA2011,General,29.254525730557997
AMD FX-6100,72.8,6,3.3,0.0,95,None,False,AM3,General,18.176020408163264
Intel Core i9-9980XE,1998.95,18,3.0,4.4,165,None,True,LGA1151,Design,31.23924268502582
AMD A6-9500,89.95,2,3.5,3.8,65,Radeon R5 (on die),False,AM4,General,18.61913596607474
Intel Core i3-530,50.0,2,2.93,0.0,73,Intel HD Graphics,True,LGA1155,General,12.214758490268695
Intel Core i5-9600,235.0,6,3.1,4.6,65,Intel UHD Graphics 630,False,LGA1151,Gaming,32.136231115822945
AMD Athlon II X4 640,57.01,4,3.0,0.0,95,None,False,AM3,General,13.21064139941691
Intel Core i7-4960X Extreme Edition,1000.0,6,3.6,4.0,130,None,True,LGA1151,General,17.920014243429108
AMD Phenom II X6 1090T Black,249.98,6,3.2,0.0,125,None,False,AM2+/AM3,General,13.744273219491875
Intel Core i7-8700T,328.0,6,2.4,4.0,35,Intel UHD Graphics 630,True,LGA1151,Office,60.398445092322646
Intel Xeon E3-1230 V5,298.95,4,3.4,3.8,80,None,True,LGA2011,General,22.448979591836736
Intel Pentium G2020,94.79,2,2.9,0.0,55,Intel HD Graphics,False,LGA1200,General,14.603290295710117
Intel Core i7-9800X,449.2,8,3.8,4.5,165,None,True,LGA1151,Gaming,17.503249148196282
AMD A12-9800,160.0,4,3.8,4.2,65,Radeon R7 (on-die),False,AM4,Office,26.371587596077386
Intel Pentium G3258,88.86,2,3.2,0.0,53,Intel HD Graphics,False,LGA1200,General,15.873015873015872
AMD FX-6300,86.51,6,3.5,0.0,95,None,False,AM3,General,18.44934402332361
AMD 5350,120.0,4,2.05,0.0,25,Radeon HD 8400,False,AM1,General,43.98407714734245
Intel Xeon E5-1620 V3,69.5,4,3.5,3.6,140,None,True,LGA2011,General,12.862105328453568
Intel Core i5-3550,335.0,4,3.3,0.0,77,Intel HD Graphics 2500,False,LGA1155,General,16.763848396501455
Intel Core i5-7640X,148.63,4,4.0,4.2,112,None,False,LGA1151,General,15.635078304393817
Intel Xeon E5-2667 V3,981.57,8,3.2,3.6,135,None,True,LGA2011,General,20.09089350025725
Intel Xeon E5-4620,50.0,8,2.2,2.6,95,None,True,LGA2011,General,25.956632653061224
Intel Core i5-3450,245.33,4,3.1,0.0,77,Intel HD Graphics 2500,False,LGA1155,General,16.42745010091949
Intel Core i3-3240,116.69,2,3.4,0.0,55,Intel HD Graphics 2500,True,LGA1155,General,17.352144939608497
Intel Core i7-980X Extreme Edition,153.64,6,3.33,0.0,130,None,True,LGA1151,General,14.684864131039546
AMD FX-4350,122.96,4,4.2,0.0,125,None,False,AM3,General,11.314729973622102
Intel Xeon E3-1220 V3,90.0,4,3.1,3.5,80,None,False,LGA2011,General,19.59831551668286
Intel Core i7-950,113.69,4,3.06,0.0,130,None,True,LGA1151,General,10.715287205394699
Intel Core i7-4770S,150.61,4,3.1,0.0,65,Intel HD Graphics 4600,True,LGA1151,General,21.35568513119534
Intel Core i3-6300,89.01,2,3.8,0.0,51,Intel HD Graphics 530,True,LGA1151,General,19.79703969499888
Intel Core i7-10700K Avengers Collector's Edition,389.88,8,3.8,5.1,125,Intel UHD Graphics 630,True,LGA1200,Gaming,23.517978620019438
Intel Xeon E5-1650 V3,148.51,6,3.5,3.8,140,None,True,LGA2011,General,16.410272315613177
Intel Xeon E5-1630 V4,499.95,4,3.7,4.0,140,None,True,LGA2011,General,13.339743192109667
Intel Xeon E5-2640 V3,112.0,8,2.6,3.4,90,None,True,LGA2011,General,28.862973760932945
Intel Xeon E3-1230 V2,271.85,4,3.3,0.0,69,None,True,LGA2011,General,20.547688463140354
AMD Athlon 240GE,104.39,2,3.5,0.0,35,Radeon Vega 3,True,AM3,General,27.39310009718173
Intel Xeon E5-2660 V3,142.62,10,2.6,3.3,105,None,True,LGA2011,General,29.226030034655366
Intel Celeron G4920,79.95,2,3.2,0.0,65,Intel UHD Graphics 610,False,LGA1200,General,12.987012987012985
Intel Core i5-2320,255.39,4,3.0,0.0,95,Intel HD Graphics 2000,False,LGA1155,General,13.21064139941691
Intel Celeron G3930,55.0,2,2.9,0.0,51,Intel HD Graphics 610,False,LGA1200,General,15.72662031845705
Intel Core i5-750,102.0,4,2.66,0.0,95,None,False,LGA1151,General,12.745991253644315
Intel Xeon E5-1660 V3,398.95,8,3.0,3.5,140,None,True,LGA2011,General,19.10551454624403
Intel Core i5-760,219.0,4,2.8,0.0,95,None,False,LGA1151,General,12.93731778425656
Intel Xeon E5-2695 V2,369.99,12,2.4,3.2,115,None,True,LGA2011,General,30.521765356388865
Intel Core i7-5775C,220.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,LGA1151,Office,27.186588921282794
Intel Core i7-3770S,183.0,4,3.1,0.0,65,Intel HD Graphics 4000,True,LGA1151,General,21.35568513119534
Intel Core i3-4370,96.95,2,3.8,0.0,54,Intel HD Graphics 4600,True,LGA1151,General,18.71720116618076
Intel Core i7-940,78.67,4,2.93,0.0,130,None,True,LGA1151,General,10.572073976809918
Intel Core 2 Extreme QX6800,998.95,4,2.93,0.0,100,None,False,LGA1151,General,12.465721790837977
Intel Xeon E5-1660 V2,504.07,6,3.7,4.0,130,None,True,LGA2011,General,18.0301782654174
Intel Core i3-10320,159.18,4,3.8,4.6,65,Intel UHD Graphics 630,True,LGA1200,Office,29.59183673469387
Intel Xeon E-2136,399.99,6,3.3,4.5,80,None,True,LGA2011,Gaming,29.04114026563006
Intel Xeon E5-1650 V2,242.6,6,3.5,3.9,130,None,True,LGA2011,General,17.73640754011528
AMD A6-6400K,95.0,2,3.9,0.0,65,Radeon HD 8470D,False,FM2,General,14.378478664192947
Intel Core i5-7500T,199.95,4,2.7,3.3,35,Intel HD Graphics 630,False,LGA1151,General,42.152575315840615
Intel Core i5-4570S,163.93,4,2.9,0.0,65,Intel HD Graphics 4600,False,LGA1151,General,19.016697588126156
Intel Core i3-3250,74.98,2,3.5,0.0,55,Intel HD Graphics 2500,True,LGA1155,General,17.609850062473967
Intel Pentium E5300,59.49,2,2.6,0.0,65,None,False,LGA1151,General,11.794328120858731
Intel Xeon E5-2683 V4,870.5,16,2.1,3.0,120,None,True,LGA2011,General,36.69493771534587
AMD A10-5700,68.02,4,3.4,0.0,65,Radeon HD 7660D,False,FM2,General,20.010601643254706
Intel Core 2 Duo E7500,155.28,2,2.93,0.0,65,None,False,LGA1151,General,12.450304797243572
Intel Core i3-4130T,77.14,2,2.9,0.0,35,Intel HD Graphics 4400,True,LGA1700,General,24.98785228377065
Intel Xeon E5-2640 V4,998.95,10,2.4,3.4,90,None,True,LGA2011,General,33.83205715567231
Intel Core i3-9300,248.0,4,3.7,4.3,62,Intel UHD Graphics 630,False,LGA1151,Office,27.55796196029432
Intel Core i5-4440S,123.85,4,2.8,3.3,65,Intel HD Graphics 4600,False,LGA1155,General,23.19109461966605
Intel Core i5-4570T,128.8,2,2.9,0.0,35,Intel HD Graphics 4600,True,LGA1151,General,24.98785228377065
Intel Core i7-3970X Extreme Edition,239.87,6,3.5,0.0,150,None,True,LGA1151,General,12.902322707701812
Intel Xeon E3-1230 V3,325.86,4,3.3,3.7,80,None,True,LGA2011,General,22.152035417341537
AMD A10-7700K,132.86,4,3.4,3.8,95,Radeon R7 (on-die),False,FM2+,General,17.219387755102037
AMD Athlon II X4 630,52.6,4,2.8,0.0,95,None,False,AM3,General,12.93731778425656
Intel Core i7-3960X Extreme Edition,782.9,6,3.3,0.0,130,None,True,LGA1151,General,14.651814924443059
Intel Pentium Gold G6500,89.99,2,4.1,0.0,58,Intel UHD Graphics 630,True,LGA1200,General,18.18204279290408
Intel Core 2 Extreme QX9650,152.52,4,3.0,0.0,130,None,False,LGA1151,General,9.681080720183383
Intel Core i7-930,271.69,4,2.8,0.0,130,None,True,LGA1151,General,10.428860748225135
Intel Core i7-960,379.99,4,3.2,0.0,130,None,True,LGA1151,General,10.86951683617831
Intel Pentium G3420,62.25,2,3.2,0.0,54,Intel HD Graphics,False,LGA1200,General,15.584415584415583
Intel Core 2 Duo E7300,28.2,2,2.66,0.0,65,None,False,LGA1151,General,11.913596607474158
AMD A10-7870K,324.6,4,3.9,4.1,95,Radeon R7 (on-die),False,FM2+,General,18.176020408163264
Intel Xeon E5-2630 V3,169.95,8,2.4,3.2,85,None,True,LGA2011,General,29.981693674147404
Intel Core i3-6098P,81.63,2,3.6,0.0,54,Intel HD Graphics 510,True,LGA1151,General,18.192419825072886
Intel Pentium Gold G5400T,98.95,2,3.1,0.0,35,Intel UHD Graphics 610,True,LGA1200,General,25.789601554907673
Intel Core i5-3340,278.02,4,3.1,3.3,77,Intel HD Graphics 2500,False,LGA1155,General,20.127831352321145
AMD Phenom II X4 820,56.64,4,2.8,0.0,95,None,False,AM2+/AM3,General,12.93731778425656
Intel Core i3-3210,199.0,2,3.2,0.0,55,Intel HD Graphics 2500,True,LGA1200,General,16.83673469387755
Intel Xeon E3-1270 V3,420.0,4,3.5,3.9,80,None,True,LGA2011,General,22.745923766331927
AMD A12-9800E,138.02,4,3.1,3.8,35,Radeon R7 (on-die),False,AM4,Office,44.82507288629738
Intel Core i5-3450S,95.0,4,2.8,0.0,65,Intel HD Graphics 2500,False,LGA1155,General,18.81791677710045
AMD A6-7470K,89.0,2,3.7,4.0,65,Radeon R5 (on die),False,FM2+,General,19.28173866949377
Intel Core i3-7320,80.01,2,4.1,0.0,51,Intel HD Graphics 630,True,LGA1151,General,20.62962547656425
Intel Core i9-9960X,1399.99,16,3.1,4.4,165,None,True,LGA1151,Design,28.428290421159858
Intel Xeon E5-2643 V4,310.0,6,3.4,3.7,135,None,True,LGA2011,General,16.836734693877553
Intel Xeon E3-1240 V2,345.0,4,3.4,0.0,69,None,True,LGA2011,General,20.753852561432737
Intel Core i5-6600T,294.98,4,2.7,3.5,35,Intel HD Graphics 530,False,LGA1151,Office,42.63848396501458
Intel Xeon E3-1240 V5,265.0,4,3.5,3.9,80,None,True,LGA2011,General,22.745923766331927
Intel Core i7-4790T,185.86,4,2.7,3.9,45,None,True,LGA1151,Office,37.54278108759031
Intel Celeron G3920,495.09,2,2.6,0.0,35,Intel HD Graphics 510,False,LGA1200,General,21.62293488824101
Intel Core i7-2600S,365.0,4,2.8,0.0,65,Intel HD Graphics 2000,True,LGA1151,General,20.699708454810498
Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,80,None,True,LGA2011,General,22.745923766331927
Intel Core i3-7100T,105.97,2,3.4,0.0,35,Intel HD Graphics 630,True,LGA1200,General,26.992225461613216
Intel Core i9-9940X,1205.04,14,3.3,4.4,165,None,True,LGA1151,Design,25.704274825248522
Intel Core i3-550,99.99,2,3.2,0.0,73,Intel HD Graphics,True,LGA1155,General,12.74131274131274
Intel Xeon E5-2630 V4,478.79,10,2.2,3.1,85,None,True,LGA2011,General,35.12780527493389
Intel Core 2 Extreme QX9775,1495.0,4,3.2,0.0,150,None,False,LGA1151,General,8.57258702913521
Intel Xeon E5-2470V2,529.95,10,2.4,3.2,95,None,True,LGA2011,General,31.86953352769679
Intel Pentium G3460,54.49,2,3.5,0.0,53,Intel HD Graphics,False,LGA1200,General,16.601878846776803
Intel Core i7-875K,205.86,4,2.93,0.0,95,None,True,LGA1151,General,14.426475947521867
Intel Core i7-980,556.02,6,3.333,0.0,130,None,True,LGA1151,General,14.688169051699198
Intel Core i5-7600T,147.91,4,2.8,3.7,35,Intel HD Graphics 630,False,LGA1151,Office,43.48882410106899
Intel Pentium Gold G6600,66.0,2,4.2,0.0,58,Intel UHD Graphics 630,True,LGA1200,General,18.426644265454364
AMD Athlon X4 845,150.0,4,3.5,3.8,65,None,False,AM3,Office,25.245163000265038
AMD A10-6700,112.76,4,3.7,0.0,65,Radeon HD 8670D,False,FM2,General,20.60694407633183
Intel Core i3-4330,96.95,2,3.5,0.0,54,Intel HD Graphics 4600,True,LGA1155,General,17.930029154518948
Intel Celeron G5920,59.97,2,3.5,0.0,58,Intel UHD Graphics 610,False,LGA1200,General,15.194939961456736
Intel Core i3-560,129.94,2,3.333,0.0,73,Intel HD Graphics,True,LGA1151,General,13.000689464975178
Intel Xeon E3-1225 V3,381.02,4,3.2,3.6,84,Intel HD Graphics P4600,False,LGA2011,General,18.933287600754586
Intel Xeon E-2236,435.0,6,3.4,4.8,80,None,True,LGA2011,Gaming,29.575639779721413
Intel Celeron G4930,96.0,2,3.2,0.0,54,Intel UHD Graphics 610,False,LGA1200,General,15.584415584415583
Intel Core i5-7400T,189.65,4,2.4,3.0,35,Intel HD Graphics 630,False,LGA1151,General,40.33041788143828
Intel Core 2 Duo E6400,35.0,2,2.13,0.0,65,None,False,LGA1151,General,10.860058309037898
Intel Celeron 430,64.77,1,1.8,0.0,35,None,False,LGA1151,General,12.633624878522836
Intel Core i3-6100T,289.95,2,3.2,0.0,35,Intel HD Graphics 530,True,LGA1200,General,26.190476190476186
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,45,Intel HD Graphics,True,LGA2011,Office,36.49702116871593
Intel Core i3-6300T,90.03,2,3.3,0.0,35,Intel HD Graphics 530,True,LGA1151,General,26.591350826044703
Intel Core i3-6320,106.6,2,3.9,0.0,51,Intel HD Graphics 530,True,LGA1151,General,20.074568288854003
Intel Core 2 Quad Q8400,149.99,4,2.66,0.0,95,None,False,LGA1151,General,12.745991253644315
Intel Core i3-4340,94.88,2,3.6,0.0,54,Intel HD Graphics 4600,True,LGA1155,General,18.192419825072886
AMD A4-6300B,49.95,2,3.7,3.9,65,Radeon HD 8370D,False,FM2,General,19.149218128809967
AMD A4-3300,76.86,2,2.5,0.0,65,Radeon HD 6410D,False,FM1,General,11.595547309833025
Intel Pentium G3250,65.72,2,3.2,0.0,53,Intel HD Graphics,False,LGA1200,General,15.873015873015872
Intel Xeon E3-1245 V6,629.95,4,3.7,4.1,73,Intel HD Graphics P630,True,LGA2011,General,25.54763218028524
Intel Core i3-540,149.94,2,3.06,0.0,73,Intel HD Graphics,True,LGA1155,General,12.468284611141755
AMD A10-5800K,82.51,4,3.8,0.0,100,Radeon HD 7660D,False,FM2,General,13.595820223421757
Intel Xeon E-2286G,1427.23,6,4.0,4.9,95,Intel HD Graphics P630,True,LGA2011,Gaming,25.956632653061224
Intel Xeon E3-1275 V2,374.0,4,3.5,0.0,77,Intel HD Graphics P4000,True,LGA2011,General,18.810271361291772
Intel Core 2 Duo E6550,149.94,2,2.33,0.0,65,None,False,LGA1151,General,11.257619931089318
Intel Core i5-3330S,229.95,4,2.7,3.2,65,Intel HD Graphics 2500,False,LGA1155,General,22.859793267956533
Intel Xeon E-2104G,336.75,4,3.2,0.0,65,Intel HD Graphics P630,False,LGA2011,General,19.613040021203286
Intel Xeon E-2274G,567.99,4,4.0,4.9,83,Intel HD Graphics P630,True,LGA2011,General,23.937942523948358
AMD Athlon II X4 620,59.49,4,2.6,0.0,95,None,False,AM3,General,12.66399416909621
AMD A8-3850,80.0,4,2.9,0.0,100,Radeon HD 6550D,False,FM1,General,12.42675287936957
Intel Pentium G4600,229.95,2,3.6,0.0,51,Intel HD Graphics 630,True,LGA1200,General,19.241982507288625
Intel Pentium E2140,79.95,2,1.6,0.0,65,None,False,LGA1151,General,9.806520010601643
Intel Core 2 Extreme QX6850,449.95,4,3.0,0.0,130,None,False,LGA1151,General,9.681080720183383
Intel Core i3-3245,115.0,2,3.4,0.0,55,Intel HD Graphics 4000,True,LGA1155,General,17.352144939608497
Intel Xeon E5-2650L,189.95,8,1.8,2.3,70,None,True,LGA2011,General,33.87672976635322
Intel Core i9-9900X,1229.95,10,3.5,4.4,165,None,True,LGA1151,Design,20.082370297516594
Intel Xeon E3-1225 V5,295.0,4,3.3,3.7,80,Intel HD Graphics P530,False,LGA2011,General,20.138214015765033
Intel Core i7-965 Extreme Edition,798.95,4,3.2,0.0,130,None,True,LGA1151,General,10.86951683617831
Intel Xeon E5-2670,184.93,8,2.6,3.3,115,None,True,LGA2011,General,22.55956569820046
AMD Opteron 6328,715.11,8,3.2,3.8,115,None,False,C32,General,21.56429074092691
AMD Athlon II X4 635,63.14,4,2.9,0.0,95,None,False,AM3,General,13.073979591836734
Intel Xeon E5-2620,58.0,6,2.0,0.0,95,None,True,LGA2011,General,18.039358600583093
Intel Xeon E3-1220 V6,360.0,4,3.0,3.5,72,None,False,LGA2011,General,21.56635648388514
Intel Core i7-870,235.02,4,2.93,0.0,95,None,True,LGA1151,General,14.426475947521867
Intel Core i5-4670S,533.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,LGA1151,Office,24.4500397561622
Intel Pentium G4560T,79.98,2,2.9,0.0,35,Intel HD Graphics 610,True,LGA1200,General,24.98785228377065
Intel Xeon E3-1275 V6,356.83,4,3.8,4.2,73,Intel HD Graphics P630,True,LGA2011,General,25.872665668584034
AMD Athlon II X3 435,159.94,3,2.9,0.0,95,None,False,AM3,General,10.796282798833818
Intel Core i3-3220T,138.0,2,2.8,0.0,35,Intel HD Graphics 2500,True,LGA1155,General,24.586977648202136
Intel Core i5-660,255.29,2,3.33,0.0,73,Intel HD Graphics,True,LGA1151,General,12.994838862185798
Intel Core 2 Quad Q9505,249.95,4,2.83,0.0,95,None,False,LGA1151,General,12.978316326530612
Intel Xeon E3-1220,115.01,4,3.1,0.0,80,None,False,LGA2011,General,15.819026023107655
Intel Xeon E3-1230,417.95,4,3.2,0.0,80,None,True,LGA2011,General,17.57909513011554
AMD Athlon II X2 220,64.49,2,2.8,0.0,65,None,False,AM3,General,12.19188974291015
AMD Phenom II X4 830,59.58,4,2.8,0.0,95,None,False,AM2+/AM3,General,12.93731778425656
Intel Celeron G530,65.86,2,2.4,0.0,65,Intel HD Graphics,False,LGA1200,General,11.396766498807311
AMD A4-7300,268.64,2,3.8,4.0,65,Radeon HD 8470D,False,FM2+,General,19.48051948051948
Intel Core 2 Extreme QX6700,605.64,4,2.66,0.0,100,None,False,LGA1151,General,12.115001587622318
Intel Xeon E3-1245 V2,367.5,4,3.4,0.0,77,Intel HD Graphics P4000,True,LGA2011,General,18.625252298721687
Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,None,True,LGA2011,General,43.981674302374
Intel Core i5-661,99.5,2,3.33,0.0,87,Intel HD Graphics,True,LGA1151,General,10.927478134110787
Intel Pentium G645,84.0,2,2.9,0.0,65,Intel HD Graphics 2500,False,LGA1200,General,12.390670553935857
Intel Xeon E3-1240 V6,312.83,4,3.7,4.1,72,None,True,LGA2011,General,25.89759974439874
Intel Xeon E3-1285 V6,949.95,4,4.1,4.5,79,Intel HD Graphics 630,True,LGA2011,General,24.83418367346939
Intel Pentium E6500,95.71,2,2.93,0.0,65,None,False,LGA1151,General,12.450304797243572
Intel Xeon E5-2609,57.99,4,2.4,0.0,80,None,False,LGA2011,General,14.685239175035091
Intel Xeon E5-2640,93.99,6,2.5,3.0,95,None,True,LGA2011,General,21.7975583090379
Intel Xeon E5-2643 V3,555.44,6,3.4,3.7,135,None,True,LGA2011,General,16.836734693877553
Intel Xeon E5-1620 V4,149.0,4,3.5,3.8,140,None,True,LGA2011,General,12.99857328949817
Intel Xeon E3-1275,376.99,4,3.4,0.0,95,Intel HD Graphics,True,LGA2011,General,15.13301749271137
Intel Pentium G3430,61.57,2,3.3,0.0,54,Intel HD Graphics,False,LGA1200,General,15.822952557646435
AMD Opteron 6320,235.6,8,2.8,3.3,115,None,False,C32,General,20.734894943198952
AMD A4-3400,134.09,2,2.7,0.0,65,Radeon HD 6410D,False,FM1,General,11.993108931884443
Intel Pentium G6950,47.48,2,2.8,0.0,73,Intel HD Graphics,False,LGA1200,General,10.873847608541485
AMD Pro A10-7850B,148.02,4,3.7,4.0,95,Radeon R7 (on-die),False,FM2+,General,17.811588921282794
Intel Core i3-7300T,125.36,2,3.5,0.0,35,Intel HD Graphics 630,True,LGA1151,General,27.39310009718173
Intel Core 2 Duo E6850,98.95,2,3.0,0.0,65,None,False,LGA1151,General,12.589451364961565
Intel Core 2 Duo E7200,80.98,2,2.53,0.0,65,None,False,LGA1151,General,11.655181553140736
Intel Core 2 Duo E7600,169.95,2,3.06,0.0,65,None,False,LGA1151,General,12.708719851576992
Intel Xeon E3-1220 V5,354.97,4,3.0,3.5,80,None,False,LGA2011,General,19.43634596695821
Intel Pentium G4620,229.88,2,3.7,0.0,51,Intel HD Graphics 630,True,LGA1200,General,19.519511101143756
Intel Xeon E-2146G,912.83,6,3.5,4.5,80,Intel HD Graphics P630,True,LGA2011,Gaming,29.397473275024304
Intel Core i5-670,122.45,2,3.46,0.0,73,Intel HD Graphics,True,LGA1151,General,13.24836498305886
Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,130,None,True,LGA2011,General,17.662964858789753
Intel Xeon E5-2603 V2,153.01,4,1.8,0.0,80,None,False,LGA2011,General,13.713421876687182
Intel Pentium E2160,49.0,2,1.8,0.0,65,None,False,LGA1151,General,10.204081632653061
Intel Core i3-2125,152.0,2,3.3,0.0,65,Intel HD Graphics 3000,True,LGA1700,General,14.504373177842565
Intel Xeon E5-2695 V3,498.95,14,2.3,3.3,120,None,True,LGA2011,General,33.196395441293404
Intel Celeron E3300,64.78,2,2.5,0.0,65,None,False,LGA1151,General,11.595547309833025
Intel Core 2 Duo E4600,104.04,2,2.4,0.0,65,None,False,LGA1151,General,11.396766498807311
Intel Core 2 Duo E6750,129.94,2,2.66,0.0,65,None,False,LGA1151,General,11.913596607474158
Intel Xeon E3-1230 V6,595.49,4,3.5,3.9,72,None,True,LGA2011,General,25.23862774072447
Intel Xeon E-2174G,549.95,4,3.8,4.7,71,Intel HD Graphics P630,True,LGA2011,General,27.259475218658896
Intel Xeon E5-2603 V3,104.68,6,1.6,0.0,85,None,False,LGA2011,General,17.696114990846837
Intel Core 2 Duo E6700,194.95,2,2.66,0.0,65,None,False,LGA1151,General,11.913596607474158
Intel Pentium G640T,84.88,2,2.4,0.0,35,Intel HD Graphics,False,LGA1200,General,20.894071914480072
Intel Xeon E3-1225 V2,247.5,4,3.2,0.0,77,Intel HD Graphics P4000,False,LGA2011,General,16.595649248710476
Intel Xeon E5-2637 V3,470.62,4,3.5,3.7,135,None,True,LGA2011,General,13.405719430629393
Intel Pentium G3470,61.57,2,3.6,0.0,53,Intel HD Graphics,False,LGA1200,General,16.844833171363785
Intel Xeon E5-2603 V4,399.99,6,1.7,0.0,85,None,False,LGA2011,General,17.84866770628517
Intel Xeon E5-2609 V4,416.82,8,1.7,0.0,85,None,False,LGA2011,General,22.93375822089633
Intel Xeon E3-1280 V6,550.0,4,3.9,4.2,72,None,True,LGA2011,General,26.424777347338154
Intel Xeon E-2126G,840.28,6,3.3,4.5,80,Intel HD Graphics P630,False,LGA2011,Gaming,26.401036605118236
AMD Phenom II X4 975,172.56,4,3.6,0.0,125,None,False,AM2+/AM3,General,10.689990281827017
AMD Athlon X2 340,120.0,2,3.2,0.0,65,None,False,AM3,General,12.987012987012985
Intel Core 2 Duo E4300,97.0,2,1.8,0.0,65,None,False,LGA1155,General,10.204081632653061
Intel Core 2 Duo E6320,198.95,2,1.86,0.0,65,None,False,LGA1151,General,10.323350119268486
Intel Xeon E3-1270 V6,719.95,4,3.8,4.2,72,None,True,LGA2011,General,26.227085746235876
Intel Xeon E-2124G,645.0,4,3.4,4.5,71,Intel HD Graphics P630,False,LGA2011,General,23.809523809523803
Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,105,None,True,LGA2011,General,16.337532317509215
Intel Xeon E3-1245 V5,399.0,4,3.5,3.9,80,Intel HD Graphics P530,True,LGA2011,General,22.745923766331927
Intel Xeon E3-1225 V6,499.88,4,3.3,3.7,73,Intel HD Graphics P630,False,LGA2011,General,22.043180206445513
Intel Core 2 Duo E6420,149.94,2,2.13,0.0,65,None,False,LGA1151,General,10.860058309037898
Intel Core 2 Duo E8300,119.95,2,2.83,0.0,65,None,False,LGA1151,General,12.251523986217862
Intel Core 2 Extreme X6800,499.95,2,2.93,0.0,75,None,False,LGA1151,General,10.812106797606258
Intel Xeon E5-2603,98.95,4,1.8,0.0,80,None,False,LGA2011,General,13.713421876687182
Intel Xeon E-2124,180.0,4,3.3,4.3,71,None,False,LGA2011,General,23.384353741496593
Intel Xeon E5-2665,227.0,8,2.4,3.1,115,None,True,LGA2011,General,22.14486779933648
